"NUM","CODE","Country","Continent","Cluster","Human_population_2010","Cov","Cov_L","Cov_U","mRP","lRP","uRP","Coverage","HDI","pop","PP","PPl","PPu","BI","BI_L","BI_U","LL","LLpc","LLpcU","LLpcL","L.cost.per","NTVcost","HRIGcost","ERIGcost","TCVcost","Num.1","Code","RISK","NTV","TCV_IM","TCV_ID","HRIG","ERIG","SMP","SMB","ND_NTV","ND_IM","ND_ID","NC_NTV","NC_IM","NC_ID","NTRAV","TRAV_U","TRAV_R","WK_LOST","DVAC","DVAC_C","DSTE","DSTE_C","DKIL","DKIL_C","CAT","CAT_C","TEST","TEST_C","CODE_GDP","GDP.US.","US..I.","FIRST_CONSULT","SUB_CONSULT","WHO","TRAVEL"
86,"USA","United States of America","Americas","NorthAmerica",317640000,0.767263427,0.667,0.867,0.04576519574484,0.0390050200965404,0.0510470789694041,0.767263427,0.91,317640000,0.999803621770505,0.999424719232103,0.999938494525334,0,0,0,0,0,0,0,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,86,"USA",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.188893087,0.5,0.001881595,0.001881595,0,20,0,1000,0,16,"USA",47283.633,1,37.03390558,27.15081153,"AMRA",0.039088863
87,"URY","Uruguay","Americas","SouthernCone",3373000,NA,0.548,0.748,0.100946508198703,0.0860352614444996,0.112597013775164,0.648,0.783,3373000,0.998937709946602,0.997785221846638,0.999522947186729,0.000752849,0.000752849,0.002025225,0,0,0,0,763.266666666667,0.379489713,169.77971465,63.45479789,12.72377072,87,"URY",0,0,1,0,0.006993007,0.006993007,NA,NA,14,5,5,NA,NA,NA,5,10,60,NA,0.154029115,0.7,0.000154029,0.000154029,0.001540291,5,0,700,1.03765e-05,16,"URY",11997.896,0.839242121,24.24923568,17.78009632,"AMRB",0.042180481
88,"VEN","Venezuela (Bolivarian Republic of)","Americas","Andean",29044000,0.20568864,0.1,0.8,0.47852747707026,0.40784210700064,0.533755608677572,0.20568864,0.735,29044000,0.997990586330453,0.996313329257509,0.998989913744831,0.001489899,0.000616487,0.00340357,3720.37498825671,0.000128094442509871,8.43671299553569e-05,0.00035008988355259,763.266666666667,0.379489713,513.3397142,152.205613253333,81.43734259,88,"VEN",1,0.5,0.5,0,0,0,0,1,14,5,5,14,NA,NA,14,10,60,7,0.023376326,1.3,6.16116e-05,6.16116e-05,0.000616116,5,3.39131e-06,700,1.10178e-06,16,"VEN",9960.449,0.84203245,35.5920339,26.09689638,"AMRB",0.043015054
89,"AFG","Afghanistan","Asia","Eurasia",29116000,0.01,0,0.02,0.729096780263481,0.621398731146177,0.813243783025762,0.01,0.398,29116000,0.848906445359572,0.739599703682133,0.912930595394137,0.0029012684,0.0010548,0.0066513,9926.96529199334,0.000340945366533636,7.34864318318578e-05,0.00273647045657654,763.266666666667,0.379489713,234.0454485,27.32788137,2.581397556,89,"AFG",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,6.86908e-05,0.7,5.74413e-05,5.74413e-05,5.74413e-05,5,0.000185382,700,1.77182e-05,16,"AFG",517.184,0.570447857,5.59607101,4.105966767,"EMRD",0.019205806
90,"BHR","Bahrain","Asia","MiddleEast",809000,NA,0.085,0.285,0.502641784604228,0.428394385531704,0.56065301271889,0.185,0.806,809000,0.999217433225592,0.998256691458099,0.999666648088559,0.0009022,0.00046,0.0017386,4.98503347914834,6.16196968992378e-06,3.56223809160391e-06,1.90982162715625e-05,1000,0.379489713,185.1917944,65.48911272,25.06713781375,90,"BHR",1,0,1,0,0.094523924,0.283571772,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.005213094,0.5,5.21309e-06,5.21309e-06,5.21309e-05,5,3.82804e-06,700,1.04205e-05,16,"BHR",20474.819,0.762507884,24.42155241,17.90005523,"EMRB",0.011345087
91,"BGD","Bangladesh","Asia","Asia_3",164423000,NA,0,0.2,0.67265712286161,0.573296020442704,0.750290274327522,0.05085,0.5,164423000,0.956168207578961,0.931589945526308,0.971401263163027,0.001013179,0.000455,0.00483,35712.1560681688,0.000217196840272765,5.7969229298183e-05,0.00141853824747084,685,0.379489713,113.6913472,43.05208385,14.24244036,91,"BGD",1,0.862,0.138,0,0,0.01,1,0,14,5,5,14,NA,NA,14,10,80,12.068,0.001359473,1.1,1.35947e-06,1.35947e-06,0.000172074,5,0.000146993,500,7.44738e-06,16,"BGD",637.908,0.405705113,1.947774047,1.427900542,"SEARD",0.023384235
92,"BTN","Bhutan","Asia","Asia_3",708000,0.1,0,0.2,0.607630684667717,0.51787491959785,0.677758961578642,0.1,0.522,708000,0.966919081928099,0.949911067298613,0.97824177147215,0.00483,0.000455,0.00483,262.719422278568,0.00037107263033696,0.000129697090489497,0.00186847536114612,685,0.379489713,113.6913472,42.871035055,13.135026305,92,"BTN",1,0,1,0,0,0,NA,NA,14,5,5,NA,5,NA,5,10,80,NA,0.001359473,1.66,1.35947e-06,1.35947e-06,1.35947e-05,5,0.000116583,500,1.41243e-05,27.51,"BTN",1978.276,0.364339089,5.692398059,4.17306016,"SEARD",0.022753112
93,"BRN","Brunei Darussalam","Asia","Asia_1",408000,NA,NA,NA,NA,NA,NA,NA,0.838,408000,0.999488537551585,0.998754552923589,0.999799994388711,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,121.146074133333,93,"BRN",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0,0,0,20,0,700,0,16,"BRN",31238.64,0.638935835,42.22137221,30.94963657,"WPRA",0.052075076
94,"KHM","Cambodia","Asia","Asia_2",15055000,0.006,0.004,0.01,0.734739804200757,0.626208199531408,0.819538083396691,0.006,0.523,15055000,0.967341848222504,0.950532194761607,0.978450649654465,0.0065,0.001325,0.0118826,5517.30098013576,0.000366476318839971,7.73902104544395e-05,0.00299997787868668,763.266666666667,0.379489713,234.0454485,46.67591357,11.39991859,94,"KHM",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,100,NA,0.004516129,1.2,7.97094e-06,7.97094e-06,7.97094e-05,5,0.000177465,500,1.18826e-07,16,"KHM",813.798,0.385292564,1.93223493,1.416920673,"WPRB",0.013768951
95,"CHN","China","Asia","China",1354148000,0.142,0,0.5,0.554567449620783,0.472649885252259,0.61857155713892,0.142,0.687,1354148000,0.99620223036409,0.993636708030343,0.997846889041829,0.0110771,0.001054,0.014327,53424.9604818265,3.94528223516384e-05,1.75720528658191e-05,0.000157246054140094,763.266666666667,0.379489713,30.72449234,63.45479789,6.458155129,95,"CHN",1,0,1,0,0.0126,0.0084,NA,NA,14,4.5,5,NA,NA,NA,4.5,10,60,NA,0.00288004,1.086,2.88004e-06,2.88004e-06,2.88004e-05,5,3.84451e-05,500,2.13197e-06,16,"CHN",4382.136,0.582830366,2.934574527,2.151942939,"WPRB",0.017648395
96,"PRK","Democratic People's Republic of Korea","Asia","Asia_2",23990000,NA,0.004,0.01,0.734739804200757,0.626208199531408,0.819538083396691,0.006,0.766,23990000,0.998668581389161,0.997360786350378,0.9993719435741,0.00587265,0.001325,0.0118826,1745.57087642298,7.27624375332631e-05,1.5365523130394e-05,0.000595633856206762,763.266666666667,0.379489713,234.0454485,46.57831848,15.261311615,96,"PRK",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,100,NA,0.007970942,1.2,7.97094e-06,7.97094e-06,7.97094e-05,5,2.49265e-05,500,1.18826e-07,16,"KHM",813.798,0.385292564,2.450460705,1.796416876,"SEARD",0.019264628
97,"IND","India","Asia","India",1214465000,0.15,0.05,0.25,0.544722612790531,0.464259271989026,0.607590501449424,0.15,0.547,1214465000,0.97605220275772,0.964121390641081,0.983884881643581,0.00692559445833333,0.001054,0.014327,81685.8121946152,6.72607380160113e-05,3.14153064606643e-05,0.000256072182650698,763.266666666667,0.379489713,157.4947962,16.5783996,9.618518284,97,"IND",1,0,0.852,0.148,0.004304348,0.00873913,NA,NA,14,5,4,NA,NA,4,4,10,60,NA,0.006861732,1.086,0.000177856,0.000177856,6.86173e-05,5,1.47569e-05,500,7.98706e-08,16,"IND",1264.839,0.378773015,3.55358739,2.605111906,"SEARD",0.023250479
98,"IDN","Indonesia","Asia","Indonesia",232517000,0.238,0.138,0.338,0.441998975595949,0.376709388983966,0.493011255484165,0.238,0.617,232517000,0.99042129524922,0.985674477713088,0.993857137984475,0.001054,0.001054,0.014327,2250.10593081974,9.67716739343677e-06,7.86812254807496e-06,2.15860477802775e-05,763.266666666667,0.379489713,98.25810214,51.83821657,13.0366616,98,"IDN",1,0,1,0,0.003249631,0,NA,NA,14,5,5,NA,NA,NA,5,10,80,NA,0.010999999,2.49,1.1e-05,1.1e-05,0.00011,31.7,2.61819e-06,500,4.30076e-08,10.5,"IDN",3015.374,0.686228231,4.410177838,3.233190078,"SEARB",0.015700511
99,"IRN","Iran (Islamic Republic of)","Asia","MiddleEast",75077000,0.181818182,0.081818182,0.281818182,0.506400602481676,0.431597972110171,0.564845645786417,0.181818182,0.707,75077000,0.997086613677929,0.994906930790816,0.998412876771252,0.0017386,0.00046,0.0017386,5390.18843689024,7.17954691435492e-05,4.06927736016924e-05,0.000226802570003358,1000,0.379489713,121.3062982,65.48911272,16.63837196,99,"IRN",1,0,1,0,0.15,0,NA,NA,14,5,5,NA,5,NA,5,10,50,NA,0.005327863,0.5,5.21309e-06,5.21309e-06,5.21309e-05,5,4.5003e-05,700,2.66393e-06,16,"IRN",4740.853,0.436352463,5.054311551,3.704615267,"EMRB",0.008165678
100,"IRQ","Iraq","Asia","MiddleEast",31467000,NA,0.085,0.285,0.502641784604228,0.428394385531704,0.56065301271889,0.185,0.573,31467000,0.982933441817446,0.974738606781311,0.988460666798556,0.00046,0.00046,0.0017386,720.278459388756,2.28899627987656e-05,1.32327001754804e-05,7.09444352986181e-05,1000,0.379489713,312.410376,65.48911272,39.73870591,100,"IRQ",1,0,1,0,0.094523924,0.283571772,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.005213094,0.5,5.21309e-06,5.21309e-06,5.21309e-05,5,1.42201e-05,700,1.04205e-05,16,"IRQ",2563.535,0.724649623,7.891023971,5.789826849,"EMRD",0.030100802
101,"ISR","Israel","Asia","MiddleEast",7284000,0.631788935,0.531788935,0.731788935,0.110022152755722,0.0937703031628663,0.122720102660949,0.631788935,0.888,7284000,0.99973689332736,0.999275553899135,0.999910191154944,0.0009022,0.00046,0.0017386,0.101584228734263,1.39462148179933e-08,4.53577700105894e-07,8.86791427128024e-10,1000,0.379489713,157.6981881,65.48911272,20.96172846,101,"ISR",1,0,1,0,0.094523924,0.283571772,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.017847337,0.5,5.21309e-06,5.21309e-06,0.002059308,5,2.09964e-08,700,5.76606e-06,16,"ISR",28685.616,0.971360827,29.05849164,21.29978413,"EURA",0.100061114
102,"JPN","Japan","Asia","Asia_1",126996000,NA,NA,NA,NA,NA,NA,NA,0.901,126996000,0.999778657577536,0.99936869014989,0.999928196908065,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,106.5991233,102,"JPN",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.039371319,4,0,0,0,20,0,700,0,16,"JPN",42820.392,1.266697228,44.23382456,32.42482949,"WPRA",0.110247286
103,"JOR","Jordan","Asia","MiddleEast",6471000,NA,0.085,0.285,0.502641784604228,0.428394385531704,0.56065301271889,0.185,0.698,6471000,0.996717389237168,0.994383361727642,0.998170430128828,0.000508,0.00046,0.0017386,132.979497018333,2.05500690802555e-05,1.18800063204601e-05,6.36922418381974e-05,1000,0.379489713,185.1917944,65.48911272,24.18660976,103,"JOR",1,0,1,0,0.094523924,0.283571772,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.005213094,0.5,5.21309e-06,5.21309e-06,5.21309e-05,5,1.27664e-05,700,1.85443e-06,16,"JOR",4499.789,0.797230504,3.908922025,2.865088957,"EMRB",0.010609931
104,"KAZ","Kazakhstan","Asia","Eurasia",15752000,NA,0.111,0.311,0.472427927432171,0.402643548306825,0.526952093757865,0.211,0.745,15752000,0.998240375174243,0.996689371341823,0.999139398642115,0.0029012684,0.0010548,0.0066513,1612.15751537954,0.000102346210981434,6.97418991791146e-05,0.000270687354637916,763.266666666667,0.379489713,234.0454485,27.32788137,2.581397556,104,"KAZ",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.005744133,0.7,5.74413e-05,5.74413e-05,5.74413e-05,5,0.000106235,700,1.77182e-05,16,"KAZ",8882.973,0.704837087,6.052491103,4.43517125,"EURC",0.022254185
105,"KWT","Kuwait","Asia","MiddleEast",3052000,NA,0.085,0.285,0.502641784604228,0.428394385531704,0.56065301271889,0.185,0.76,3052000,0.99855814572246,0.99718362737525,0.999314276306498,0.0009022,0.00046,0.0017386,49.3008035418135,1.61536053544605e-05,9.33840820484593e-06,5.00659795729654e-05,1000,0.379489713,185.1917944,65.48911272,25.06713781375,105,"KWT",1,0,1,0,0.094523924,0.283571772,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.005213094,0.5,5.21309e-06,5.21309e-06,5.21309e-05,5,1.00352e-05,700,1.04205e-05,16,"KWT",36411.998,0.962044245,50.7663469,37.20977266,"EMRB",0.014494949
106,"KGZ","Kyrgyzstan","Asia","Eurasia",5549000,NA,0.111,0.311,0.472427927432171,0.402643548306825,0.526952093757865,0.211,0.615,5549000,0.99016563644482,0.985314445944383,0.993650784340066,0.0029012684,0.0010548,0.0066513,347.929546179206,6.27013058531638e-05,4.27266247502163e-05,0.000165833697710751,763.266666666667,0.379489713,234.0454485,27.32788137,2.581397556,106,"KGZ",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.005744133,0.7,5.74413e-05,5.74413e-05,5.74413e-05,5,6.50838e-05,700,1.77182e-05,16,"KGZ",863.654,0.384109636,2.62375705,1.923002062,"EURB",0.026774875
107,"LAO","Lao People's Democratic Republic","Asia","Asia_2",6436000,0.0139,0.006,0.014,0.72361481688739,0.616726532367763,0.80712913164468,0.0139,0.524,6436000,0.967759391814665,0.951227858199229,0.978699990905993,0.001325,0.001325,0.0118826,2121.06178488963,0.000329562116980986,7.24693678278879e-05,0.0025945249731469,763.266666666667,0.379489713,234.0454485,47.76855429,19.0805477,107,"LAO",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,100,NA,0.004179615,1.335,7.97094e-06,7.97094e-06,7.97094e-05,5,0.00016605,500,1.18826e-07,16,"LAO",984.153,0.404061418,2.724599349,1.99796675,"WPRB",0.013404697
108,"LBN","Lebanon","Asia","MiddleEast",4251000,NA,0.085,0.285,0.502641784604228,0.428394385531704,0.56065301271889,0.185,0.739,4251000,0.998094489343212,0.996472569795415,0.999055050666523,0.0009022,0.00046,0.0017386,51.0632287639691,1.20120509912889e-05,6.94417333298943e-06,3.72297754193447e-05,1000,0.379489713,185.1917944,65.48911272,31.44259268,108,"LBN",1,0,1,0,0.094523924,0.283571772,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.005213094,0.5,5.21309e-06,5.21309e-06,5.21309e-05,5,7.46232e-06,700,1.04205e-05,16,"LBN",10044.163,0.6611087,26.85385057,19.68283589,"EMRB",0.010843105
109,"MYS","Malaysia","Asia","Asia_1",27915000,NA,NA,NA,NA,NA,NA,NA,0.761,27915000,0.998577167269129,0.99721395700574,0.999324315177317,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,149.3430557,109,"MYS",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0,0,0,20,0,700,0,16,"MYS",8423.176,0.574186158,18.31831568,13.43294223,"WPRB",0.01842457
110,"MDV","Maldives","Asia","Asia_1",313000,NA,NA,NA,NA,NA,NA,NA,0.661,313000,0.994641805071939,0.99146597234511,0.996802857976339,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,121.146074133333,110,"MDV",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0,0,0,20,0,700,0,16,"MDV",5841.327,0.683896274,4.067050686,2.981528525,"SEARD",0.043311587
111,"MNG","Mongolia","Asia","Eurasia",2699000,0.15,0.05,0.25,0.544722612790531,0.464259271989026,0.607590501449424,0.15,0.653,2699000,0.994043876132232,0.99062767716903,0.996385389761916,0.0010548,0.0010548,0.0066513,2997.21587627034,0.00111049124722873,0.000518674398804116,0.0042278144112047,763.266666666667,0.379489713,234.0454485,27.32788137,2.581397556,111,"MNG",1,0,1,0,0,0,NA,NA,14,5,5,14,NA,NA,4,10,50,NA,0.01338091,0.7,5.74413e-05,5.74413e-05,5.74413e-05,5,0.000656557,700,2.4083e-05,16,"MNG",2226.984,0.555927813,3.580077909,2.625294845,"WPRB",0.015580674
112,"MMR","Myanmar","Asia","Asia_2",50494000,NA,0.004,0.01,0.734739804200757,0.626208199531408,0.819538083396691,0.006,0.483,50494000,0.94565303672257,0.912808837011357,0.965316436399138,0.0118826,0.001325,0.0118826,21365.88720747,0.000423137149116133,8.93554953969305e-05,0.00346380385782377,763.266666666667,0.379489713,234.0454485,55.0245372,15.85482658,112,"MMR",1,0.75,0.25,0,0,0.03,1,0,14,5,5,14,NA,NA,11.75,10,100,10.5,0.000754014,1.2,7.97094e-06,7.97094e-06,7.97094e-05,5,0.000204903,500,1.18826e-07,16,"MMR",701.993,0.561675731,2.254582621,1.652819921,"SEARD",0.036611051
113,"NPL","Nepal","Asia","Asia_3",29852000,0.0017,0,0.003,0.740829196973882,0.631398101674856,0.826330269220576,0.0017,0.458,29852000,0.925807650859582,0.880287895663238,0.95404987680292,0.00335,0.000455,0.00483,14101.5665261997,0.000472382638556872,9.75945105549024e-05,0.00394944735411456,685,0.379489713,113.6913472,42.871035055,13.135026305,113,"NPL",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,80,NA,0.001088704,1.245,1.35947e-06,1.35947e-06,0.000401983,5,0.000203041,685,7.70468e-07,16,"NPL",561.872,0.442196407,1.917528855,1.405727988,"SEARD",0.023174659
114,"OMN","Oman","Asia","MiddleEast",2905000,0.15,0.05,0.25,0.544722612790531,0.464259271989026,0.607590501449424,0.15,0.705,2905000,0.997008317065085,0.994812164095861,0.998361933432747,0.0009022,0.00046,0.0017386,239.534369496384,8.24558931140738e-05,3.85124699501479e-05,0.000313922522186825,1000,0.379489713,185.1917944,65.48911272,25.06713781375,114,"OMN",1,0,1,0,0.094523924,0.283571772,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,5.85198e-05,1.2,5.21309e-06,5.21309e-06,5.21309e-05,5,4.87505e-05,1000,3.44234e-05,16,"OMN",18656.96,0.733408172,35.70285196,26.16881233,"EMRB",0.011935247
115,"PAK","Pakistan","Asia","Asia_3",184753000,NA,0,0.2,0.67265712286161,0.573296020442704,0.750290274327522,0.05085,0.504,184753000,0.958344403400306,0.935562608864464,0.972672861608481,0.000455,0.000455,0.00483,45845.0709511725,0.000248142498098393,6.62285388352099e-05,0.00162064799807159,685,0.379489713,113.6913472,42.68998626,12.02761225,115,"PAK",1,0.75,0.25,0,0,0,1,0,14,5,5,14,NA,NA,11.75,10,80,10.5,0.001359473,1.1,1.35947e-06,1.35947e-06,1.35947e-05,5,0.000167936,500,7.44738e-06,16,"PAK",1049.749,0.37613818,2.77273201,2.034417624,"EMRD",0.01200707
116,"PHL","Philippines","Asia","Asia_4",93616000,0.1,0,0.2,0.607630684667717,0.51787491959785,0.677758961578642,0.1,0.644,93616000,0.993291628506839,0.989615872156377,0.995869306973005,0.002313963,0.002313963,0.012248,2234.62838388915,2.38701545023196e-05,8.34308255414669e-06,0.000120194247454561,763.266666666667,0.379489713,181.8582856,42.13638952,35.15458974,116,"PHL",1,0,0,1,0,0.0903,NA,NA,14,5,4,NA,NA,4,4,10,60,4,0.042727739,1.186,0.000177856,0.000177856,0.000149377,5,3.85841e-06,700,6.71894e-06,4.6,"PHL",2007.362,0.537093146,2.314192446,1.69701265,"WPRB",0.018511554
117,"QAT","Qatar","Asia","MiddleEast",1509000,NA,0.085,0.285,0.502641784604228,0.428394385531704,0.56065301271889,0.185,0.831,1509000,0.999438664313649,0.998649891334222,0.999776855517828,0.0009022,0.00046,0.0017386,13.1887499920775,8.74005963689695e-06,5.05263331826439e-06,2.70886676779282e-05,1000,0.379489713,185.1917944,65.48911272,25.06713781375,117,"QAT",1,0,1,0,0.094523924,0.283571772,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.005213094,0.5,5.21309e-06,5.21309e-06,5.21309e-05,5,5.42964e-06,700,1.04205e-05,16,"QAT",76167.849,0.860081974,9.903665646,7.25900463,"EMRB",0.01535522
118,"KOR","Republic of Korea","Asia","Asia_1",48502000,NA,NA,NA,NA,NA,NA,NA,0.897,48502000,0.999766566818055,0.999341384531349,0.999923082848246,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,121.146074133333,118,"KOR",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0,0,0,20,0,700,0,16,"KOR",20590.962,0.690140052,21.45237833,15.73117113,"WPRB",0.023767076
119,"RUS","Russian Federation","Asia","Eurasia",140367000,0.4,0.3,0.5,0.279860660338707,0.238521227825692,0.312160125095725,0.4,0.755,140367000,0.998459160878153,0.997027443664719,0.999262417713411,0.0028497,0.0010548,0.0066513,425.682648174539,3.03264049366688e-06,8.28799375499042e-06,2.1012458624259e-06,763.266666666667,0.379489713,234.0454485,27.32788137,2.581397556,119,"RUS",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035620908,0.7,5.74413e-05,5.74413e-05,5.74413e-05,5,2.60402e-06,700,2.44858e-05,16,"RUS",10437.49,0.659067716,7.05107464,5.166917719,"EURC",0.023890902
120,"SAU","Saudi Arabia","Asia","MiddleEast",26245000,NA,0.085,0.285,0.502641784604228,0.428394385531704,0.56065301271889,0.185,0.77,26245000,0.998737470899502,0.997470520681229,0.999408631271563,0.0009022,0.00046,0.0017386,463.333347935961,1.76541569036373e-05,1.02058778867617e-05,5.47167421464439e-05,1000,0.379489713,185.1917944,65.48911272,17.86367086,120,"SAU",1,0,1,0,0.094523924,0.283571772,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.005213094,0.5,5.21309e-06,5.21309e-06,5.21309e-05,5,1.09674e-05,700,1.04205e-05,16,"SAU",16995.78,0.713338118,35.56450569,26.06740986,"EMRB",0.012499985
121,"SGP","Singapore","Asia","Asia_1",4839000,NA,NA,NA,NA,NA,NA,NA,0.866,4839000,0.999647498852187,0.999084041895585,0.999871826398786,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,107.4960434,121,"SGP",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0,0,0,20,0,700,0,16,"SGP",43116.689,0.762833838,35.21914628,25.81677764,"WPRA",0.067474181
122,"LKA","Sri Lanka","Asia","Asia_4",20411000,0.493,0.4,0.6,0.202808972783537,0.172851179382806,0.226215696904393,0.493,0.691,20411000,0.996398272178806,0.99391974047129,0.997967974097979,0.012248,0.002313963,0.012248,4.8665178755015,2.38426234652957e-07,1.53099779202251e-06,7.24803675177772e-08,763.266666666667,0.379489713,107.3524024,9.707274377,12.85981136,122,"LKA",1,0,0.05,0.95,0.007,0.243,NA,NA,14,5,4,NA,NA,4,4,10,60,3.8,0.054052129,1.186,0.009312822,0.009312822,0,5,2.56943e-07,700,4.23301e-05,16,"LKA",2435.133,0.466468404,3.010033681,2.206716234,"SEARB",0.013312446
123,"SYR","Syrian Arab Republic","Asia","MiddleEast",22505000,NA,0.085,0.285,0.502641784604228,0.428394385531704,0.56065301271889,0.185,0.632,22505000,0.992139994738464,0.988031620870475,0.995056351742198,0.0009022,0.00046,0.0017386,1279.8178506821,5.686815599565e-05,3.28755124872229e-05,0.000176255385343077,1000,0.379489713,149.3523153,65.48911272,19.40900676,123,"SYR",1,0,1,0,0.094523924,0.283571772,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.005213094,0.5,5.21309e-06,5.21309e-06,5.21309e-05,5,3.53285e-05,700,8.88691e-08,16,"SYR",2877.349,0.552436194,5.63565977,4.130721071,"EMRB",0.009063981
124,"TJK","Tajikistan","Asia","Eurasia",7075000,0.147097382,0.047097382,0.247097382,0.548284864650311,0.467295328169236,0.611563882291253,0.147097382,0.607,7075000,0.989073692308918,0.983892363786958,0.992778002015156,0.001998,0.0010548,0.0066513,775.2163941721,0.00010957122179111,5.02998607478611e-05,0.000424169500230584,763.266666666667,0.379489713,234.0454485,27.32788137,2.581397556,124,"TJK",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.013121979,0.7,5.74413e-05,5.74413e-05,5.74413e-05,5,6.28263e-05,700,8.33922e-06,16,"TJK",740.52,0.382649621,2.021536324,1.481622896,"EURB",0.018764203
125,"THA","Thailand","Asia","Asia_4",68139000,0.495,0.4455,0.55,0.201282005714148,0.171549767245069,0.224512498495511,0.495,0.682,68139000,0.995942166646699,0.993255463966046,0.997667445013631,0.005870353,0.002313963,0.012248,24.2660273113273,3.56125380638508e-07,2.33308288586953e-06,1.06187256513831e-07,763.266666666667,0.379489713,76.47600056,39.9100676,15.92084086,125,"THA",1,0,0.6,0.4,0,0.06,NA,NA,14,4,4,NA,4,4,4,10,60,4,0.064285714,1.186,0.000177856,0.000177856,0.000149377,5,1.47569e-07,700,4.10925e-06,16,"THA",4991.525,0.543299496,3.987710254,2.923470595,"SEARB",0.014523637
126,"TLS","Timor-Leste","Asia","Indonesia",1170000,NA,0.138,0.338,0.441998975595949,0.376709388983966,0.493011255484165,0.238,0.495,1170000,0.953295220489052,0.926319952148335,0.969729370906356,0.001054,0.001054,0.014327,0,0,0,0,763.266666666667,0.379489713,98.25810214,51.83821657,13.0366616,126,"TLS",0,0,1,0,0.003249631,0,NA,NA,14,5,5,NA,NA,NA,5,10,80,NA,0.010999999,1.186,1.1e-05,1.1e-05,0.00011,5,0,500,4.30076e-08,16,"TLS",588.427,0.205697676,2.329382305,1.707655085,"SEARD",0.010495019
127,"TUR","Turkey","Europe","EasternEurope",75705000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.699,75705000,0.99676061603693,0.994446710437483,0.998199098627128,0.0023545,0.0001529,0.0023545,92.972313577427,1.22808683148309e-06,6.11908960229953e-06,4.76801770010141e-07,2556,0.379489713,324.648512614286,17.11103237,14.21280053,127,"TUR",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,5,NA,5,10,50,5,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,1.9439e-06,700,2.8796e-06,16,"TUR",10398.685,0.772351848,7.593126874,5.565148889,"EURB",0.057044503
128,"TKM","Turkmenistan","Asia","Eurasia",5177000,NA,0.111,0.311,0.472427927432171,0.402643548306825,0.526952093757865,0.211,0.686,5177000,0.996151581155035,0.993562212258902,0.997816163256673,0.0029012684,0.0010548,0.0066513,880.844688255527,0.000170145777140338,0.00011594263745852,0.00045000503560689,763.266666666667,0.379489713,234.0454485,27.32788137,2.581397556,128,"TKM",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.005744133,0.7,5.74413e-05,5.74413e-05,5.74413e-05,5,0.000176611,700,1.77182e-05,16,"TKM",3939.17,0.580570547,9.713874802,7.11948588,"EURB",0.026791377
